DBN,School Name,Borough, District,School Type,Split Sited,Co-located at Any Site,Total Enrollment,Grades 3K-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiracial,% Native American,% White,% Missing Race/Ethnicity Data,% SWD,% ELL,% Poverty,2024-25 ELA # Tested,2024-25 ELA # Proficient (L3&4),2024-25 ELA % Proficient (L3&4),2024-25 Math # Tested,2024-25 Math # Proficient (L3&4),2024-25 Math % Proficient (L3&4),2023-24 Total 4-year August Grad Cohort,2023-24 % 4-year August Graduates,2023-24 Total 6-year Grad Cohort,2023-24 % 6-year Graduates
75X811,P.S. X811,X,75,Secondary School,Y,Y,700,0,78,622,4.1%,31.4%,58.6%,0.7%,1.4%,3.7%,0.0%,100.0%,32.9%,Above 95%,30,s,0.0%,29,s,0.0%,,,,
79M331,The Judith S. Kaye School - D79,Q,79,Ungraded,Y,Y,21,0,0,21,0.0%,66.7%,23.8%,4.8%,0.0%,4.8%,0.0%,57.1%,14.3%,Above 95%,,,0.0%,,,,,,,
79M645,School for Cooperative Technical Education,Q,79,High school,Y,Y,1189,0,0,1189,4.6%,29.3%,59.2%,0.4%,1.6%,4.9%,0.0%,0.1%,7.6%,78.6%,,,0.0%,,,,,,,
79M973,Restart Academy,K,79,Ungraded,Y,Y,378,0,216,162,4.0%,38.1%,46.3%,1.1%,1.6%,9.0%,0.0%,45.2%,15.1%,90.7%,s,s,14.3%,10,s,10.0%,,,,
79Q950,Pathways to Graduation,M,79,High school,Y,Y,3178,0,0,3178,11.7%,39.6%,42.9%,0.3%,1.3%,4.3%,0.0%,16.6%,12.4%,81.7%,,,0.0%,,,,,,,
84K037,Beginning with Children Charter School II,K,84,K-8,Y,Y,808,314,217,277,0.9%,28.0%,67.1%,0.7%,0.7%,2.5%,0.1%,28.3%,13.9%,91.2%,341,225,66.0%,339,258,76.1%,,,,
84K125,Success Academy Charter School - Bed Stuy 2,K,84,Elementary,,Y,238,238,0,0,2.9%,64.7%,26.9%,3.4%,1.3%,0.8%,0.0%,16.4%,5.9%,79.0%,96,95,99.0%,97,97,100.0%,,,,
84K129,Success Academy Charter School - Cobble Hill,K,84,Elementary,,Y,259,259,0,0,13.5%,41.3%,25.9%,5.0%,0.4%,13.9%,0.0%,19.3%,6.6%,62.9%,122,112,91.8%,122,119,97.5%,,,,
84K182,Success Academy Charter School - Williamsburg,K,84,Elementary,,Y,246,246,0,0,5.7%,22.4%,51.2%,9.3%,1.2%,10.2%,0.0%,18.7%,5.7%,69.9%,110,93,84.5%,110,100,90.9%,,,,
84K355,Uncommon Williamsburg Charter School NYC,K,84,Junior High-Intermediate-Middle,,Y,237,30,207,0,0.4%,39.2%,54.4%,1.7%,0.8%,3.4%,0.0%,21.9%,7.6%,85.2%,198,129,65.2%,147,100,68.0%,,,,
84K356,Achievement First Crown Heights Charter School,K,84,K-12 all grades,Y,Y,1321,370,263,688,0.5%,87.2%,9.8%,0.8%,0.8%,0.6%,0.2%,18.2%,2.2%,89.2%,474,298,62.9%,447,203,45.4%,134,89.6%,98,95.9%
84K357,KIPP Always Mentally Prepared Charter School,K,84,K-12 all grades,,Y,887,568,319,0,1.5%,81.8%,9.6%,1.4%,3.6%,1.5%,0.7%,19.6%,1.7%,88.8%,569,421,74.0%,465,362,77.8%,,,,
84K358,Achievement First East New York Charter School,K,84,K-12 all grades,Y,Y,1073,435,177,461,1.0%,50.6%,45.1%,0.8%,1.0%,0.9%,0.5%,12.7%,4.8%,87.4%,376,231,61.4%,321,191,59.5%,113,87.6%,104,96.2%
84K360,Launch Expeditionary Learning Charter School,K,84,Junior High-Intermediate-Middle,,Y,268,0,268,0,1.1%,73.5%,22.4%,1.1%,0.0%,1.9%,0.0%,30.6%,7.8%,92.5%,208,112,53.8%,203,132,65.0%,,,,
84K367,Success Academy Charter School - Bed Stuy 1,K,84,K-8,Y,Y,904,357,328,219,6.1%,60.8%,25.9%,2.5%,1.9%,2.8%,0.0%,13.1%,4.5%,67.6%,320,311,97.2%,322,320,99.4%,s,0.0%,,
84K379,Explore Excel Charter School,K,84,K-8,Y,Y,629,389,240,0,1.1%,86.8%,6.7%,1.6%,1.9%,1.6%,0.3%,16.9%,10.5%,78.1%,422,242,57.3%,435,276,63.4%,,,,
84K406,"EMBER Charter School for Mindful Education, Innovation and Transformation",K,84,K-8,Y,Y,373,171,117,85,0.3%,77.7%,18.0%,1.1%,1.6%,1.3%,0.0%,28.2%,7.5%,84.2%,138,60,43.5%,126,66,52.4%,16,62.5%,,
84K517,Uncommon Bed-Stuy West Charter School NYC,K,84,K-12 all grades,Y,Y,1158,384,270,504,2.9%,75.7%,17.1%,1.0%,2.1%,1.0%,0.1%,16.7%,5.5%,85.0%,463,297,64.1%,410,265,64.6%,107,90.7%,81,98.8%
84K536,Community Roots Charter School,K,84,K-8,Y,Y,470,309,161,0,6.0%,21.3%,16.8%,10.2%,0.4%,45.3%,0.0%,30.2%,2.1%,31.3%,299,242,80.9%,277,209,75.5%,,,,
84K538,Achievement First Bushwick Charter School,K,84,K-8,Y,Y,907,599,308,0,1.1%,20.5%,75.1%,0.6%,0.6%,2.0%,0.2%,25.6%,25.6%,90.8%,575,347,60.3%,543,341,62.8%,,,,
84K608,Uncommon Kings Charter School NYC,K,84,K-12 all grades,Y,Y,1257,469,266,522,1.0%,82.6%,13.8%,0.6%,0.9%,1.1%,0.1%,11.9%,3.8%,86.0%,497,349,70.2%,418,311,74.4%,103,90.3%,84,97.6%
84K626,Achievement First Brownsville Charter School,K,84,K-12 all grades,,Y,660,376,255,29,0.9%,77.3%,18.9%,1.2%,0.8%,0.6%,0.3%,13.9%,9.4%,90.9%,426,241,56.6%,433,254,58.7%,75,88.0%,100,92.0%
84K648,Uncommon Bed-Stuy East Charter School NYC,K,84,Junior High-Intermediate-Middle,,Y,315,52,262,1,1.9%,56.2%,37.5%,1.6%,0.6%,2.2%,0.0%,21.6%,16.5%,84.8%,279,156,55.9%,240,163,67.9%,,,,
84K649,La Cima Charter School,K,84,Elementary,,Y,174,174,0,0,1.1%,42.0%,52.3%,1.7%,0.6%,1.1%,1.1%,20.1%,35.1%,87.9%,69,34,49.3%,70,50,71.4%,,,,
84K652,Brooklyn Ascend Charter School,K,84,K-12 all grades,Y,Y,946,385,300,261,0.7%,86.7%,8.2%,1.3%,1.7%,1.1%,0.3%,16.0%,2.6%,89.0%,556,398,71.6%,552,381,69.0%,87,71.3%,96,88.5%
84K680,Achievement First Aspire Charter School,K,84,K-8,Y,Y,943,340,232,371,2.1%,70.6%,23.5%,1.4%,1.7%,0.5%,0.1%,15.5%,6.7%,88.8%,386,212,54.9%,384,201,52.3%,,,,
84K693,Northside Charter High School,K,84,High school,,Y,443,0,0,443,2.5%,21.4%,72.7%,0.2%,0.7%,2.3%,0.2%,23.9%,9.9%,81.3%,,,0.0%,,,,113,84.1%,101,94.1%
84K701,Brooklyn Charter School,K,84,Elementary,,Y,204,204,0,0,0.5%,69.6%,27.5%,1.0%,0.0%,1.5%,0.0%,20.6%,4.9%,88.7%,82,60,73.2%,76,51,67.1%,,,,
84K702,Community Partnership Charter School,K,84,K-8,Y,Y,421,263,158,0,0.7%,67.2%,24.0%,1.4%,5.5%,1.2%,0.0%,20.0%,3.1%,Above 95%,228,167,73.2%,227,171,75.3%,,,,
84K704,Explore Charter School,K,84,K-8,,Y,580,362,218,0,1.4%,72.9%,20.5%,1.9%,1.2%,2.1%,0.0%,17.4%,9.8%,81.9%,407,257,63.1%,410,285,69.5%,,,,
84K707,Brooklyn Prospect Charter School - CSD 15,K,84,Secondary School,,Y,21,21,0,0,0.0%,33.3%,52.4%,9.5%,0.0%,0.0%,4.8%,19.0%,23.8%,61.9%,17,12,70.6%,18,16,88.9%,,,,
84K711,Uncommon Brownsville South Charter School NYC,K,84,K-8,Y,Y,733,485,248,0,0.7%,77.5%,17.3%,1.8%,1.8%,1.0%,0.0%,17.2%,3.7%,93.0%,441,279,63.3%,403,282,70.0%,,,,
84K712,Uncommon Excellence Girls Charter School NYC,K,84,K-12 all grades,Y,Y,856,224,140,492,2.8%,76.4%,16.1%,0.7%,2.3%,1.6%,0.0%,21.7%,4.3%,83.3%,247,175,70.9%,226,142,62.8%,124,82.3%,173,94.2%
84K724,Uncommon Canarsie Charter School NYC,K,84,K-8,Y,Y,812,543,269,0,0.2%,90.4%,6.3%,1.6%,1.0%,0.5%,0.0%,16.5%,2.0%,82.0%,518,346,66.8%,430,321,74.7%,,,,
84K730,Summit Academy Charter School,K,84,Secondary School,,Y,276,0,89,187,0.7%,27.5%,68.8%,0.7%,0.7%,1.4%,0.0%,24.3%,31.9%,89.5%,71,32,45.1%,50,15,30.0%,38,71.1%,30,96.7%
84K733,"Math, Engineering, and Science Academy Charter High School",K,84,High school,,Y,513,0,0,513,2.3%,3.3%,91.6%,0.0%,0.4%,1.0%,1.4%,16.0%,18.5%,86.9%,,,0.0%,,,,122,91.0%,124,93.5%
84K736,New American Academy Charter School,K,84,Elementary,,Y,250,250,0,0,0.4%,84.0%,10.4%,2.8%,0.8%,1.6%,0.0%,21.2%,6.8%,77.2%,111,83,74.8%,110,77,70.0%,,,,
84K737,Brownsville Ascend Charter School,K,84,K-8,,Y,592,360,232,0,1.7%,78.7%,15.5%,1.4%,1.4%,1.4%,0.0%,16.4%,2.9%,93.2%,391,238,60.9%,389,218,56.0%,,,,
84K738,United Charter High School for Advanced Math and Science lll,K,84,High school,,Y,283,0,0,283,7.1%,70.0%,13.8%,1.1%,1.1%,6.0%,1.1%,19.1%,10.6%,84.1%,,,0.0%,,,,95,96.8%,94,97.9%
84K741,Success Academy Charter School - Crown Heights,K,84,K-8,Y,Y,755,473,282,0,1.1%,84.4%,8.9%,2.4%,1.5%,1.9%,0.0%,16.8%,4.6%,78.5%,440,419,95.2%,439,439,100.0%,,,,
84K742,Explore Empower Charter School,K,84,K-8,,Y,512,300,212,0,1.6%,79.9%,13.1%,0.4%,4.1%,0.8%,0.2%,24.4%,5.5%,88.3%,355,220,62.0%,357,227,63.6%,,,,
84K744,Coney Island Preparatory Public Charter School,K,84,K-12 all grades,Y,Y,1332,622,333,377,6.2%,42.1%,35.1%,1.6%,1.1%,13.9%,0.0%,22.2%,9.8%,90.2%,642,376,58.6%,639,405,63.4%,71,90.1%,76,86.8%
84K752,Success Academy Charter School - Sheepshead Bay,K,84,Elementary,,Y,215,215,0,0,20.5%,12.6%,11.2%,1.9%,0.9%,53.0%,0.0%,9.3%,17.7%,75.8%,,,0.0%,,,,,,,
84K756,Success Academy Charter School - Prospect Heights,K,84,K-8,,Y,221,221,0,0,1.8%,79.6%,13.1%,3.2%,0.9%,1.4%,0.0%,12.7%,5.0%,76.5%,95,94,98.9%,95,95,100.0%,,,,
84K757,Unity Preparatory Charter School of Brooklyn,K,84,Secondary School,Y,Y,518,0,253,265,1.4%,72.2%,22.6%,0.8%,2.1%,0.8%,0.2%,24.3%,4.4%,82.0%,232,142,61.2%,210,110,52.4%,75,93.3%,54,100.0%
84K766,Brooklyn Prospect Charter School - CSD 13.2,K,84,Elementary,Y,Y,579,434,145,0,4.8%,31.8%,26.4%,10.7%,0.2%,25.9%,0.2%,18.0%,5.0%,46.3%,348,278,79.9%,350,268,76.6%,,,,
84K769,Hyde Leadership Charter School - Brooklyn,K,84,K-8,Y,Y,395,231,164,0,0.3%,64.6%,33.9%,0.8%,0.5%,0.0%,0.0%,24.3%,8.9%,93.2%,265,137,51.7%,264,108,40.9%,,,,
84K772,Success Academy Charter School - Bensonhurst,K,84,Elementary,,Y,714,714,0,0,31.9%,4.8%,8.3%,1.0%,0.6%,53.5%,0.0%,7.8%,26.2%,64.6%,266,246,92.5%,265,258,97.4%,,,,
84K774,Achievement First Apollo Charter School,K,84,K-8,Y,Y,763,509,254,0,8.1%,48.4%,40.4%,0.7%,1.6%,0.9%,0.0%,13.0%,10.6%,87.7%,462,252,54.5%,458,290,63.3%,,,,
84K775,Uncommon Brownsville North Charter School NYC,K,84,K-12 all grades,Y,Y,1329,490,278,561,1.1%,79.6%,16.4%,1.1%,1.1%,0.7%,0.0%,14.0%,4.5%,84.6%,489,314,64.2%,434,308,71.0%,108,92.6%,117,98.3%
84K777,Uncommon Crown Heights Charter School NYC,K,84,K-8,Y,Y,513,303,208,2,0.2%,81.9%,14.0%,1.2%,1.6%,1.2%,0.0%,13.5%,6.6%,84.8%,264,168,63.6%,240,161,67.1%,s,0.0%,,
84K781,Success Academy Charter School - Bergen Beach,K,84,K-8,Y,Y,960,624,336,0,4.9%,76.0%,6.3%,2.7%,1.7%,8.4%,0.0%,14.8%,3.8%,63.5%,573,497,86.7%,573,536,93.5%,,,,
84K782,Bedford Stuyvesant New Beginnings Charter School,K,84,K-8,Y,Y,673,336,260,77,0.0%,41.6%,57.7%,0.1%,0.1%,0.4%,0.0%,23.9%,22.3%,Above 95%,485,412,84.9%,397,367,92.4%,,,,
84K784,Achievement First North Brooklyn Preparatory Charter School,K,84,K-8,,Y,845,559,286,0,0.6%,8.8%,86.9%,0.1%,0.8%,2.8%,0.0%,17.2%,29.0%,90.2%,537,329,61.3%,533,370,69.4%,,,,
84K788,Achievement First Linden Charter School,K,84,K-8,Y,Y,623,386,237,0,2.4%,70.8%,19.6%,1.0%,4.8%,1.4%,0.0%,18.1%,3.9%,92.6%,416,210,50.5%,415,240,57.8%,,,,
84K789,Compass Charter School,K,84,Elementary,,Y,333,333,0,0,8.7%,22.8%,16.5%,6.6%,0.6%,44.7%,0.0%,33.0%,2.4%,34.8%,139,110,79.1%,139,104,74.8%,,,,
84K803,Brooklyn Laboratory Charter School,K,84,Secondary School,,Y,609,0,8,601,0.8%,77.5%,18.9%,0.7%,1.1%,1.0%,0.0%,21.8%,3.0%,78.3%,,,0.0%,,,,116,79.3%,99,79.8%
84K876,Achievement First Voyager Charter School,K,84,K-8,,Y,94,0,94,0,0.0%,86.2%,13.8%,0.0%,0.0%,0.0%,0.0%,27.7%,5.3%,94.7%,92,54,58.7%,38,14,36.8%,,,,
84K879,Brooklyn Prospect Charter School - CSD 13,K,84,K-8,Y,Y,797,444,353,0,5.9%,32.2%,14.3%,11.7%,0.1%,35.3%,0.5%,18.2%,2.0%,36.6%,515,422,81.9%,511,414,81.0%,,,,
84K883,Success Academy Charter School - Bed Stuy 3,K,84,Junior High-Intermediate-Middle,Y,Y,481,296,185,0,6.7%,50.3%,37.2%,1.7%,1.5%,2.7%,0.0%,14.6%,9.4%,74.2%,314,300,95.5%,314,309,98.4%,,,,
84K892,Brooklyn Emerging Leaders Academy Charter School,K,84,High school,,Y,218,0,0,218,0.9%,79.8%,17.4%,0.0%,1.4%,0.5%,0.0%,14.7%,5.5%,78.9%,,,0.0%,,,,59,93.2%,54,98.1%
84K911,Edmund W. Gordon Brooklyn Laboratory Charter School,K,84,Secondary School,,Y,190,0,190,0,0.5%,72.1%,23.7%,1.1%,1.1%,1.6%,0.0%,26.3%,2.6%,78.9%,173,94,54.3%,172,89,51.7%,,,s,100.0%
84K928,Brooklyn Prospect Charter School - CSD 15.2,K,84,Junior High-Intermediate-Middle,Y,Y,1265,219,317,729,4.1%,21.7%,31.6%,6.6%,0.2%,35.7%,0.2%,23.2%,4.6%,44.8%,381,280,73.5%,368,261,70.9%,146,93.8%,115,96.5%
84K956,Lamad Academy Charter School,K,84,Junior High-Intermediate-Middle,,Y,172,0,172,0,1.7%,71.5%,20.9%,0.0%,0.0%,2.9%,2.9%,19.2%,15.1%,79.1%,130,62,47.7%,123,64,52.0%,,,,
84K964,Brooklyn Ascend Charter School 6,K,84,Ungraded,,Y,142,142,0,0,0.7%,90.8%,6.3%,0.7%,0.0%,1.4%,0.0%,17.6%,2.1%,94.4%,,,0.0%,,,,,,,
84K966,Bedford Stuyvesant New Beginnings Charter School II,K,84,Ungraded,,Y,143,143,0,0,0.0%,44.8%,53.8%,0.0%,0.7%,0.7%,0.0%,18.2%,34.3%,Above 95%,,,0.0%,,,,,,,
84M068,KIPP NYC Washington Heights Academy Charter School,M,84,K-12 all grades,Y,Y,782,465,317,0,0.3%,9.8%,85.9%,0.8%,0.4%,1.0%,1.8%,26.1%,17.3%,92.6%,553,316,57.1%,468,294,62.8%,,,,
84M080,Manhattan Charter School II,M,84,Elementary,,Y,73,54,19,0,0.0%,37.0%,61.6%,0.0%,0.0%,1.4%,0.0%,43.8%,11.0%,Above 95%,49,18,36.7%,49,s,12.2%,,,,
84M168,East Harlem Scholars Academy Charter School II,M,84,K-8,,Y,359,194,165,0,4.7%,33.1%,58.2%,0.8%,1.7%,1.4%,0.0%,25.6%,15.0%,91.1%,242,114,47.1%,237,116,48.9%,,,,
84M170,Success Academy Charter School - Hell's Kitchen,M,84,Elementary,,Y,455,455,0,0,23.1%,24.8%,35.2%,1.8%,4.0%,11.2%,0.0%,16.5%,18.5%,63.3%,176,164,93.2%,177,175,98.9%,,,,
84M174,Success Academy Charter School - Union Square,M,84,K-8,Y,Y,963,620,343,0,24.4%,22.4%,33.0%,4.7%,0.6%,14.8%,0.0%,17.4%,7.1%,58.6%,574,542,94.4%,575,560,97.4%,,,,
84M279,Opportunity Charter School,M,84,Secondary School,,Y,385,0,155,230,0.3%,50.9%,44.9%,0.5%,2.9%,0.5%,0.0%,53.8%,13.0%,94.3%,120,28,23.3%,111,16,14.4%,46,82.6%,66,87.9%
84M320,Manhattan Charter School,M,84,Elementary,,Y,182,182,0,0,3.3%,28.6%,64.8%,2.7%,0.0%,0.5%,0.0%,28.0%,10.4%,86.8%,66,32,48.5%,72,30,41.7%,,,,
84M329,Harlem Link Charter School,M,84,Elementary,,Y,353,352,1,0,0.8%,59.5%,34.0%,1.7%,1.1%,2.8%,0.0%,30.0%,10.8%,87.3%,118,70,59.3%,119,68,57.1%,,,,
84M335,Harlem Village Academy East Charter School,M,84,K-12 all grades,,Y,398,321,77,0,1.0%,55.5%,35.9%,5.0%,0.5%,1.5%,0.5%,17.3%,2.8%,89.7%,172,154,89.5%,139,133,95.7%,24,87.5%,37,94.6%
84M336,KIPP Infinity Charter School,M,84,K-12 all grades,,Y,857,544,313,0,0.8%,27.9%,67.9%,0.8%,0.5%,1.2%,0.9%,19.8%,13.8%,93.8%,565,396,70.1%,468,351,75.0%,244,87.7%,237,96.2%
84M337,NYC Autism Charter School East Harlem,M,84,Ungraded,,Y,41,28,6,7,4.9%,29.3%,48.8%,2.4%,2.4%,12.2%,0.0%,100.0%,4.9%,90.2%,,,0.0%,,,,,,,
84M350,Democracy Preparatory Charter School,M,84,Secondary School,Y,Y,586,0,160,426,1.5%,61.6%,29.5%,1.7%,4.4%,1.2%,0.0%,14.5%,8.2%,82.3%,145,82,56.6%,68,40,58.8%,83,79.5%,67,92.5%
84M351,Success Academy Charter School - Harlem 1,M,84,K-12 all grades,Y,Y,1489,434,171,884,4.3%,60.2%,28.6%,1.5%,0.7%,4.7%,0.0%,11.2%,2.4%,66.7%,361,330,91.4%,360,331,91.9%,249,63.9%,72,86.1%
84M358,Success Academy Charter School - Hudson Yards,M,84,Elementary,,Y,356,356,0,0,16.9%,19.9%,40.2%,8.7%,1.4%,12.9%,0.0%,18.8%,15.4%,63.2%,146,132,90.4%,146,138,94.5%,,,,
84M380,Harlem Village Academy West Charter School,M,84,Elementary,,Y,444,444,0,0,0.5%,72.1%,22.7%,2.7%,0.5%,1.1%,0.5%,18.7%,3.2%,87.2%,121,113,93.4%,122,121,99.2%,,,,
84M382,DREAM Charter School East Harlem,M,84,K-12 all grades,Y,Y,588,405,183,0,1.5%,37.9%,55.8%,1.2%,0.9%,2.2%,0.5%,28.9%,2.0%,94.2%,346,275,79.5%,293,241,82.3%,,,95,97.9%
84M384,Success Academy Charter School - Harlem 2,M,84,K-8,,Y,232,232,0,0,1.3%,61.2%,32.8%,3.9%,0.0%,0.9%,0.0%,17.7%,15.5%,88.4%,95,88,92.6%,95,91,95.8%,,,,
84M385,Success Academy Charter School - Harlem 3,M,84,K-12 all grades,Y,Y,621,321,300,0,3.1%,55.9%,34.8%,1.8%,2.3%,2.3%,0.0%,24.5%,5.6%,82.6%,380,349,91.8%,379,368,97.1%,s,0.0%,73,86.3%
84M386,Success Academy Charter School - Harlem 4,M,84,Elementary,Y,Y,380,244,136,0,3.2%,48.2%,41.8%,3.7%,0.3%,2.9%,0.0%,20.5%,5.8%,82.6%,260,227,87.3%,258,251,97.3%,,,,
84M388,St. HOPE Leadership Academy Charter School,M,84,Junior High-Intermediate-Middle,,Y,187,0,187,0,2.1%,38.0%,52.4%,0.0%,2.1%,5.3%,0.0%,24.1%,20.3%,Above 95%,138,56,40.6%,137,74,54.0%,,,,
84M389,KIPP Beyond Charter School,M,84,Secondary School,Y,Y,547,0,293,254,0.7%,53.0%,41.0%,2.0%,0.5%,2.6%,0.2%,22.9%,3.1%,77.9%,260,197,75.8%,162,150,92.6%,,,,
84M390,Amber Charter School Inwood,M,84,Elementary,,Y,177,177,0,0,1.1%,16.9%,78.0%,0.6%,0.0%,3.4%,0.0%,14.7%,16.9%,83.6%,73,36,49.3%,74,39,52.7%,,,,
84M433,Innovation Charter High School,M,84,High school,,Y,401,0,0,401,0.5%,44.4%,53.1%,0.5%,0.5%,0.7%,0.2%,31.7%,7.0%,90.3%,,,0.0%,,,,100,77.0%,94,88.3%
84M481,Democracy Preparatory Harlem Charter School,M,84,K-12 all grades,Y,Y,905,265,271,369,0.7%,66.5%,28.7%,1.2%,1.8%,1.1%,0.0%,26.3%,7.6%,89.4%,404,189,46.8%,299,114,38.1%,64,78.1%,82,95.1%
84M482,Success Academy Charter School - Harlem 5,M,84,K-8,Y,Y,725,423,302,0,2.9%,65.0%,28.1%,1.8%,0.6%,1.7%,0.0%,17.5%,6.6%,81.7%,394,353,89.6%,395,385,97.5%,,,,
84M523,Success Academy Charter School - Upper West,M,84,K-8,Y,Y,991,490,501,0,20.3%,18.6%,37.1%,3.9%,2.2%,17.9%,0.0%,15.6%,3.4%,55.9%,675,651,96.4%,675,657,97.3%,,,,
84M708,Harlem Prep Charter School,M,84,K-12 all grades,Y,Y,649,67,174,408,0.9%,60.4%,34.8%,1.2%,1.5%,1.1%,0.0%,23.4%,6.3%,88.8%,205,101,49.3%,145,42,29.0%,95,74.7%,61,96.7%
84M709,Harlem Village Academy North Charter School,M,84,K-12 all grades,Y,Y,454,127,122,205,0.2%,70.3%,27.5%,1.8%,0.0%,0.2%,0.0%,13.0%,0.0%,85.0%,176,157,89.2%,142,125,88.0%,35,88.6%,36,100.0%
84M726,KIPP S.T.A.R. College Preparatory Charter School,M,84,K-12 all grades,Y,Y,742,455,287,0,0.9%,54.3%,38.4%,2.4%,0.9%,2.2%,0.8%,25.5%,4.4%,86.3%,484,354,73.1%,396,306,77.3%,,,,
84M861,Future Leaders Institute Charter School,M,84,K-8,,Y,251,121,130,0,0.8%,68.9%,28.3%,0.8%,0.8%,0.4%,0.0%,28.7%,3.6%,90.4%,199,94,47.2%,195,90,46.2%,,,,
84Q083,Central Queens Academy Charter School,Q,84,Junior High-Intermediate-Middle,,Y,937,642,295,0,31.5%,4.7%,55.6%,1.4%,0.6%,6.0%,0.2%,9.9%,18.2%,77.7%,586,473,80.7%,495,423,85.5%,,,,
84Q304,VOICE Charter School of New York,Q,84,K-8,Y,Y,844,511,333,0,7.5%,14.3%,71.9%,1.1%,0.8%,4.4%,0.0%,16.6%,42.3%,91.9%,496,254,51.2%,511,303,59.3%,,,,
84Q320,United Charter High School for Advanced Math and Science lV,Q,84,High school,,Y,361,0,0,361,3.0%,81.4%,11.4%,1.1%,2.8%,0.3%,0.0%,16.9%,2.5%,74.2%,,,0.0%,,,,105,95.2%,96,97.9%
84Q337,Success Academy Charter School - Rosedale,Q,84,Elementary,Y,Y,1118,695,423,0,6.3%,77.8%,8.5%,4.0%,2.3%,1.1%,0.0%,13.7%,0.9%,61.4%,574,527,91.8%,575,534,92.9%,,,,
84Q339,Success Academy Charter School - Springfield Gardens - New York 6,Q,84,K-8,,Y,982,650,332,0,2.3%,87.2%,5.3%,1.6%,3.0%,0.6%,0.0%,17.2%,0.9%,55.7%,580,542,93.4%,578,558,96.5%,,,,
84Q373,United Charter High School for the Humanities lV,Q,84,High school,,Y,187,0,0,187,2.1%,63.1%,28.9%,1.6%,2.7%,1.6%,0.0%,31.6%,6.4%,90.4%,,,0.0%,,,,50,92.0%,91,93.4%
84Q375,Success Academy Charter School - Far Rockaway,Q,84,Elementary,Y,Y,713,551,162,0,0.6%,73.2%,21.0%,3.1%,0.7%,1.4%,0.0%,16.0%,5.0%,76.9%,380,311,81.8%,380,327,86.1%,,,,
84Q422,Success Academy Charter School - NYC 14,Q,84,Ungraded,,Y,166,166,0,0,10.8%,73.5%,12.0%,1.2%,2.4%,0.0%,0.0%,19.9%,1.2%,65.7%,159,125,78.6%,159,142,89.3%,,,,
84Q423,Central Queens Academy Charter School II,Q,84,Ungraded,,Y,133,133,0,0,33.8%,7.5%,54.9%,0.0%,0.0%,3.8%,0.0%,14.3%,31.6%,85.0%,,,0.0%,,,,,,,
84R012,New Ventures Charter School,R,84,High school,,Y,139,0,0,139,4.3%,32.4%,42.4%,0.7%,0.7%,19.4%,0.0%,47.5%,4.3%,81.3%,,,0.0%,,,,52,50.0%,73,75.3%
84R067,John W. Lavelle Preparatory Charter School,R,84,K-12 all grades,,Y,894,428,301,165,2.6%,50.7%,36.5%,3.1%,0.7%,6.3%,0.2%,31.7%,3.9%,81.3%,486,182,37.4%,481,174,36.2%,39,92.3%,50,100.0%
84R070,Lois and Richard Nicotra Early College Charter School,R,84,Secondary School,,Y,192,0,0,192,1.6%,38.0%,45.3%,1.6%,0.0%,13.5%,0.0%,37.0%,3.1%,71.9%,,,0.0%,,,,37,91.9%,35,97.1%
84R076,Bridge Preparatory Charter School,R,84,Elementary,,Y,263,263,0,0,3.8%,24.0%,42.2%,3.8%,2.3%,24.0%,0.0%,65.4%,2.3%,72.2%,137,40,29.2%,133,31,23.3%,,,,
84X124,Children's Aid College Preparatory Charter School,X,84,K-8,Y,Y,605,439,166,0,0.7%,37.2%,58.0%,1.2%,0.3%,1.5%,1.2%,20.5%,25.1%,90.2%,337,228,67.7%,347,229,66.0%,,,,
84X133,Icahn Charter School 6,X,84,K-8,Y,Y,299,180,119,0,2.3%,38.5%,55.9%,0.7%,1.0%,0.7%,1.0%,14.0%,8.7%,89.3%,202,164,81.2%,204,159,77.9%,,,,
84X177,Mott Hall Charter School,X,84,Junior High-Intermediate-Middle,,Y,167,0,167,0,1.2%,34.7%,62.9%,0.0%,0.6%,0.6%,0.0%,25.1%,18.6%,91.0%,124,59,47.6%,115,65,56.5%,,,,
84X202,United Charter High School for Advanced Math and Science ll,X,84,High school,,Y,488,0,0,488,1.2%,46.5%,48.8%,0.0%,1.4%,1.2%,0.8%,15.0%,4.5%,88.7%,,,0.0%,,,,111,100.0%,145,98.6%
84X208,United Charter High School for the Humanities II,X,84,High school,,Y,248,0,0,248,0.4%,35.9%,60.9%,0.4%,0.8%,0.8%,0.8%,19.0%,15.7%,90.7%,,,0.0%,,,,105,86.7%,88,96.6%
84X345,Leaders In Our Neighborhood Charter School,X,84,K-12 all grades,Y,Y,955,432,227,296,0.5%,24.8%,73.6%,0.1%,0.3%,0.6%,0.0%,21.9%,20.7%,Above 95%,400,180,45.0%,326,179,54.9%,75,89.3%,59,86.4%
84X346,South Bronx Classical Charter School,X,84,K-8,,Y,518,370,148,0,2.5%,39.8%,54.8%,0.2%,0.4%,1.7%,0.6%,12.7%,15.4%,86.9%,293,279,95.2%,293,289,98.6%,,,,
